8,24,27,31,21,38,32,39,45,37,40,12,7,33,11,28,10,49,46,48,1,25,9,44,2,15,14,13,6,4,43,3,34,19,18,47,41,35,26,5,36,30,50,16,20,23,42,22,17,29
9,44,24,1,40,30,22,33,21,11,46,34,48,17,37,47,12,4,28,25,49,39,23,7,19,45,5,14,20,6,26,16,27,36,8,2,41,10,13,18,50,32,15,38,31,3,43,35,29,42
4,43,40,1,25,3,31,19,15,13,24,20,16,30,27,46,29,41,50,17,14,47,49,33,10,26,18,11,38,37,5,7,34,23,42,12,21,35,28,44,2,22,45,48,6,32,39,9,8,36
17,30,12,27,32,26,24,10,48,15,8,46,9,5,36,44,41,14,31,13,45,38,47,1,18,33,6,11,23,42,4,49,2,39,7,40,21,20,35,37,28,29,50,43,22,19,25,3,16,34
35,8,45,33,17,12,18,7,11,31,42,26,30,32,36,23,46,34,3,14,40,15,5,6,38,9,28,43,44,47,49,22,16,24,20,41,1,39,50,27,21,10,48,2,4,25,13,37,19,29
13,49,24,41,14,17,37,28,15,23,16,3,50,40,42,4,46,36,9,31,35,34,20,1,38,48,19,10,11,32,5,44,33,39,22,21,18,29,45,25,6,2,30,26,43,12,47,8,7,27
9,8,18,42,44,40,30,29,33,14,27,5,32,25,2,38,39,36,23,46,21,17,1,50,11,37,3,15,22,48,10,49,12,4,19,34,31,16,28,6,45,47,43,7,13,26,20,24,35,41
22,36,35,50,43,45,25,33,1,26,9,47,8,48,21,27,23,10,2,49,34,46,41,37,39,42,38,29,28,4,31,20,16,11,44,32,15,12,24,14,18,19,40,3,30,5,7,17,13,6
34,12,15,26,43,32,33,7,45,46,5,18,28,20,29,16,4,24,42,39,6,19,40,8,9,27,14,13,37,21,17,22,49,30,47,31,25,23,36,35,50,3,48,41,44,11,10,38,2,1
18,13,41,7,47,9,17,8,30,16,48,31,21,34,20,3,10,19,25,37,33,6,35,43,28,22,50,44,49,4,12,14,1,38,29,15,32,23,5,26,27,46,2,42,45,11,40,39,36,24
15,13,42,49,44,17,28,11,27,38,40,26,36,34,48,1,21,46,29,39,19,10,47,5,25,30,41,43,33,32,7,20,31,12,16,6,4,45,8,9,37,14,2,3,35,22,23,50,18,24
37,38,25,19,11,8,26,18,43,7,15,24,3,14,44,29,39,32,40,36,21,46,35,30,34,23,6,17,10,41,33,47,5,50,48,4,12,42,2,16,22,1,9,45,13,27,31,28,20,49
18,6,1,7,20,14,42,32,17,29,9,41,24,28,11,40,45,26,16,19,38,43,34,36,25,8,2,15,48,35,47,23,10,33,21,27,3,44,49,5,31,37,22,4,46,12,30,13,50,39
11,27,32,34,46,15,28,37,44,49,38,22,25,14,13,7,3,45,36,24,1,39,6,8,47,40,20,48,31,10,41,5,35,33,42,26,17,50,4,30,29,12,18,21,2,43,9,23,16,19
24,14,44,6,19,43,30,22,34,10,33,11,25,18,42,8,3,47,1,9,12,29,46,15,41,36,16,39,50,23,40,48,4,20,17,32,45,21,27,28,35,37,49,31,7,38,13,5,2,26
24,14,33,8,5,28,23,19,22,41,37,50,35,39,4,48,40,44,21,32,43,1,17,29,27,10,9,38,18,46,36,26,34,15,47,13,20,3,12,30,2,6,49,45,42,11,25,16,7,31
20,39,23,5,44,9,37,43,46,6,17,45,19,21,15,14,30,7,24,36,38,4,29,48,49,16,22,33,50,18,8,3,41,26,2,40,12,32,10,31,34,1,28,42,35,13,25,47,27,11
37,19,24,2,30,42,45,25,16,17,41,14,12,47,27,15,36,29,34,20,9,4,38,28,7,32,39,26,33,21,31,6,22,35,11,49,3,10,46,1,50,13,44,48,43,8,18,40,5,23
29,43,33,42,1,41,25,47,39,18,20,38,19,48,14,12,45,30,11,16,35,27,9,6,22,32,17,50,13,5,26,24,15,21,23,46,4,34,49,7,3,36,28,8,40,2,10,44,37,31
26,44,45,17,3,18,46,20,19,22,40,36,33,4,32,49,29,2,11,30,12,37,8,31,5,10,15,9,28,38,42,23,25,21,6,41,1,14,24,16,48,47,7,34,13,39,43,27,50,35
16,48,29,50,20,36,49,27,34,46,6,8,32,41,19,33,21,45,5,28,7,18,9,12,23,11,3,17,10,39,44,40,2,4,25,15,38,37,26,22,14,47,35,42,31,13,30,43,1,24
18,11,6,1,49,5,36,19,26,40,30,33,38,24,45,2,15,13,25,12,47,34,20,16,31,44,9,17,37,35,43,4,28,14,29,21,7,50,27,39,48,10,41,22,3,23,42,32,8,46
18,30,22,2,21,44,47,5,1,40,37,7,36,14,29,19,11,41,49,48,6,27,28,34,25,39,31,9,26,10,35,42,46,45,24,33,12,38,50,16,15,23,8,43,17,20,3,13,4,32
24,37,41,29,48,42,7,46,3,13,4,6,40,11,9,10,14,18,22,43,31,19,30,25,50,17,39,21,32,27,47,45,15,16,8,1,26,20,2,35,44,34,49,23,12,5,33,28,38,36
32,14,30,35,19,9,2,26,7,45,49,31,12,15,38,25,27,37,5,41,8,16,44,39,17,48,50,47,36,40,3,4,23,11,18,21,20,22,28,43,29,42,34,13,33,24,6,46,10,1
22,45,21,12,19,30,8,33,5,3,44,17,25,6,2,50,46,36,48,34,32,1,35,37,10,28,41,4,20,38,47,40,31,23,29,15,24,13,49,42,11,7,43,27,16,26,14,39,18,9
27,34,46,31,21,38,11,3,15,43,12,16,28,29,26,13,19,14,41,39,5,33,32,7,49,6,8,22,42,23,40,17,30,47,50,4,9,2,1,20,18,10,45,48,37,36,44,24,25,35
37,3,39,14,19,28,2,26,27,16,5,9,38,49,47,43,1,17,4,41,24,31,13,10,42,18,33,29,34,30,8,36,11,32,22,23,35,45,50,21,40,15,48,46,6,44,7,25,20,12
18,36,39,8,29,40,6,45,16,27,13,24,32,42,44,14,11,28,30,1,9,23,35,5,48,31,3,37,46,25,22,49,15,43,20,50,38,2,19,26,33,21,10,41,12,47,17,4,7,34
47,26,45,48,14,1,15,12,3,5,9,40,28,6,34,39,33,13,23,21,24,18,41,7,17,35,49,30,2,38,31,44,11,16,8,43,29,10,36,19,25,20,27,22,37,42,46,4,32,50
24,37,43,32,5,8,26,23,48,30,12,28,39,21,19,33,34,40,47,18,35,4,9,11,42,44,17,49,13,45,38,25,3,36,22,29,1,2,31,14,16,50,7,46,6,10,20,41,15,27
12,24,40,42,10,1,30,7,2,50,14,46,21,6,11,4,26,13,41,34,36,19,16,20,31,49,33,28,22,9,18,17,3,29,32,37,44,15,48,39,38,47,27,45,43,35,5,25,23,8
28,11,24,12,23,43,50,34,9,37,41,36,19,40,35,27,18,3,13,8,21,31,10,46,2,4,5,22,49,44,42,38,20,29,33,39,1,48,26,17,6,32,15,14,16,47,45,30,7,25
16,20,36,50,26,48,30,45,7,11,31,19,49,10,43,35,3,2,15,24,1,21,32,17,8,39,6,12,37,44,42,25,23,41,38,14,28,34,13,29,4,40,9,47,27,46,18,5,33,22
36,48,5,10,17,33,9,49,20,47,21,11,42,30,8,6,43,14,45,23,28,7,32,35,3,19,41,15,46,12,44,31,34,22,24,37,2,1,39,16,25,50,40,26,13,18,27,29,38,4
37,46,45,14,16,47,23,29,40,24,22,9,42,44,8,33,28,4,26,11,41,17,25,6,36,27,31,21,7,43,10,32,2,13,12,19,20,35,38,1,5,49,39,48,18,15,30,3,34,50
8,29,46,6,34,19,49,23,48,2,45,47,5,1,11,41,12,28,32,30,26,3,18,24,25,38,10,21,36,39,20,43,33,44,42,14,40,50,22,31,35,4,9,37,7,27,15,13,17,16
15,4,48,29,26,38,2,10,20,33,18,45,16,24,14,46,35,39,41,31,42,21,50,47,7,19,44,9,11,25,36,17,12,30,43,8,27,5,28,37,40,34,22,6,49,32,13,23,3,1
40,25,38,18,6,22,5,4,27,33,47,7,24,8,19,16,9,2,45,13,49,29,34,30,20,28,21,39,37,1,23,44,14,10,48,41,26,50,17,46,36,12,3,15,35,32,31,42,11,43
14,17,44,31,37,16,33,2,19,45,26,34,35,10,12,30,6,43,46,20,24,28,3,1,27,42,11,9,23,4,40,36,8,13,18,22,32,48,7,41,49,5,47,15,29,21,38,50,39,25
